"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:alemma,[word=""black""][word=""leather""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2014-01-01","available in cloth, with leatherette high wear patches, microsuede, with leather high wear patches, and 100-percent","black leather",". </s><s> We ordered them is soft, sumptuous leather. 2. </s><s> We considered recovering the stock high-back buckets, but ultimately"
"2014-01-07","<s> The Pebble Steel is shipping in two models: Brushed Stainless and Matte Black, bundled withÂ a matching metal band and a","black leather","strap. </s><s> The new premium Pebble Steel comes with a $249 price tag and will begin shipping from January 28th. </s>"
"2014-02-01","fiancé and friend Courteney Cox. </s><s> As usual, the Bounty beauty kept her attire simple with a black jacket, black top,","black leather","purse and a pair of worn jeans. </s><s> She walked with her head down but could be seen smiling as she left the establishment"
"2014-02-19","with sneakers and a black polo shirt, and an olive-colored ponyskin jacket casually cinched at the waist with a strip of","black leather","and paired with a pencil skirt and sneakers. </s><s> Gao said he wanted the collection to pay tribute to ""world civilizations,"""
"2014-02-22","out iterations of the iconic sneaker as its been brought back into the fold. </s><s> Mastermind has opted to use a debossed","black leather","on most of the upper, with silver branding and a white sole. </s><s> It seems that production pairs are a little different from"
"2014-03-03","and they said no. </s><s> Despite her phone being on, there is so answer. </s><s> We are all so worried for her safety."" </s><s> She was wearing a","black leather","jacket, red tartan skirt, black tights and black pumps. </s><s> The nightclub is down a quiet street in the city centre close to"
"2014-03-27","around a sound-filled room. </s><s> ""It''s like ''2001: A Space Odyssey,''"" said Paul Bergel, performing in pantomime in a","black leather","jacket and a faded Beethoven T-shirt. </s><s> Other points of comparison included hokey horror-movie soundtracks and"
"2014-04-23","Nine Zero One Salon on Sunday after spending four hours getting her hair done with a girlfriend. </s><s> Dressed a la Clooney in a","black leather","jacket and denim jeans, Breaking Bad star Aaron Paul headed to West Hollywood''s Café Med last Thursday to eat with a"
"2014-05-14","University of New Hampshire before apparently making the move to Los Angeles. </s><s> On Monday evening, she was seen clad in a","black leather","ensemble as she joined her television personality beau for his DJ set at FLUXX in San Diego - right before they jetted off"
"2014-05-16","below. </s><s> Last night, she was seen in London. 29 years old singer was photographed wearing a red tartan skirt a short","black leather","jacket over a white Coca-Cola T-shirt. </s><s> She looks stunning in the unique dress with her green hair and knee-high black"
"2014-05-26","were cellphone signal jammers and recorders, Matt said. </s><s> Two casually dressed men, wearing shirts without ties under","black leather","jackets, joined them. </s><s> Matt told them he worked in the drone program and with Anonymous. </s><s> That second part seemed to"
"2014-06-10","from nine colorful canvas straps in solid, striped and camouflage designs that are fully interchangeable. </s><s> Brown and","black leather","straps are also available. </s><s> Watches start at $145. </s><s> Additional straps start at $20. </s><s> ""A great watch should be affordable,"
"2014-09-17","to the throne of Monaco. </s><s> The princess kept things classic with a black ensemble of a leather panelled dress, quilted","black leather","bag and simple court shoes. </s><s> She kept hair in a neat updo but added a flash of red with a scarlet statement lip. </s><s> Also taking"
"2014-10-12","being used as bait in school sex sting </s><s> Bikers (and Santa) rally in Elburn for charity </s><s> Dressed as Santa Claus among a sea of","black leather","and denim, David Wyman was an obvious target Sunday. </s><s> ""I can''t tell you how many photos I''ve been in today,"" the Katy,"
"2014-10-20","action. </s><s> The Forgetting Sarah Marshall actor sported a white tabard which read ''The Voice Of Nursing'' over-the-top of a","black leather","jacket. </s><s> As well as calling for ''no more austerity'', the star happily posed for photos with fans. </s><s> Russell responded to"
"2014-10-20","wide range of useful products including the likes of blacked-out whiskey stones and smokey black whiskey glasses, the","black leather","earbud holder, and the studded coasters; along with so much more. </s><s> This is surely something you don''t want to miss. </s><s> Check"
"2014-11-04","rose-patterned raglan arms, which she teamed with navy skinny jeans and black-and-white Nike Air Jordans. </s><s> Carrying a","black leather","Moschino backpack, Amber had her studded black leather jacket slung over one of her arms as she collected her large"
"2014-12-01","respective family albums, at which point my grandfather started to paste the photographs onto black pages inside","black leather","notebooks, sometimes labeling the backs of them with his feelings about that photo. </s><s> In the photos themselves, one sees"
"2014-12-10","."" </s><s> Students also like his Western ways, an epitome of Clovis. </s><s> Ray dresses in black cowboy hat, black cowboy boots,","black leather","vest and black pants. </s><s> On a recent Tuesday, he wore a long-sleeve white shirt with blue Western print beneath his vest. </s>"
"2015-01-09","being in the United Nations and having America there,"" he adds, gesturing to Mangan sitting next to him on the studio''s","black leather","loveseat. </s><s> ""But I feel like now that it''s got Blacksmith and we''re owning that as us, it''s like we''re putting our ass on the"
"2015-01-15",". </s><s> Yummy mum Kim just about stole the title from Khloe while dressed in a super-tight black skirt, which she teamed with a","black leather","jacket and black pointy boots. </s><s> To celebrate all the wonderful celebrity bums out there we''ve put together a gallery of"
"2015-03-18","in an easy low ponytail, with loose tendrils around her face. </s><s> Her make-up was simple with a dark smoky eye and she added a","black leather","jacket and tasselled turquoise handbag. </s><s> She recently split from her on-screen boyfriend Charlie Sims amid his claims"
"2015-03-29","as well as strappy beige sandals. </s><s> She accessorized with a gold beaded necklace, and was seen carrying a large, fringed,","black leather","bag. </s><s> Following lunch, and as she walked to a nearby grocery store, Naomi was spotted chatting into an iPhone covered in a"
"2015-03-14","well handled. </s><s> Another plus is excellent braking from large discs at all four wheels. </s><s> My white test unit''s interior was","black leather","and the seats, dash and steering wheel featured purple stitching to give the cockpit some personality. </s><s> Doors and"
"2015-03-30","of the driveway at Marr Hall. </s><s> ""I drove up and met him. </s><s> I exited my van and he exited his blue Mercedes G-wagon. </s><s> He opened his","black leather","jacket to reveal a shirt absolutely drenched, saturated in blood."" </s><s> The witness told the court that Mr Fleming then"
"2015-04-02",", 4,000 new books and the McGregor Family Reading Centre, which consists of a big reading carpet with one comfy","black leather","chair and several paintings. </s><s> The transformation from library to learning area took a year and half and approximately $"
"2015-05-23",", carpet floor mats, stainless steel door entry sill plates, diamond gear selector, quilted and black perforated","black leather","upholstery with contrast stitching, a similar design for the armrest, dashboard and glovebox and several other"
"2015-07-03","pink top whilst out food shopping in the Californian sunshine. </s><s> The Giver actress finished the style with a pair of","black leather","sliders, a large black leather handbag and a myriad of necklaces. </s><s> The actress looked to have gone virtually make-up"
"2015-07-12","her chest, abs and hips. </s><s> The social media starlet carried her mobile phone in hand and at the ready, with an over-sized","black leather","handbag hanging from the crook of her arm, resting in her elbow crevice. </s><s> Imogen looked like she was having a roaring good"
"2015-07-14",", amongst other things, a surprise appearance from Spider-Man and the cast struggling to jump over a wall in their tight","black leather","suits as Singer directs, ""Hold your breath, but don''t make it look like you''re holding your breath."" </s><s> From Kanye to Bryan"
"2015-09-04","liberal coating of mascara and a thick slick of eye-liner. </s><s> Oliver smouldered in a blue shirt, grey trousers and a pair of","black leather","trainers as he held onto his singer girlfriend as the group posed for photos together at the event. </s><s> The 27-year-old"
